group,subgroup,shap value,cluster,type
Houses without water pipelines,class 0,0.29624728899999997,all,chkk
Mean Min Temp,class 1,0.197279447,all,zika
Houses with floor of dirt,class 0,0.241698752,non,dengue
Houses with floor of dirt,class 0,0.1558993,all,zika
Houses without sewage,class 1,0.215909043,non,chkk
Houses without water pipelines,class 1,0.423413735,all,dengue
Mean Min Temp,class 0,0.471461666,all,chkk
Houses without water pipelines,class 1,0.32913740399999997,all,chkk
Altitude,class 0,0.02629943,non,chkk
Houses without water pipelines,class 0,0.301634368,non,dengue
Houses without water pipelines,class 0,0.41159077899999996,non,zika
Mean Max Temp,class 0,0.967265787,non,chkk
Mean Temp,class 1,0.109348402,all,dengue
Min mm/day,class 0,0.027707716,non,dengue
Mean mm/day,class 1,0.35574065200000005,all,zika
Min mm/day,class 1,0.044096854000000005,non,zika
Illiteracy,class 1,0.858060235,all,chkk
Population without health services,class 0,0.752542189,non,dengue
Houses without water pipelines,class 1,0.310546404,non,dengue
Mean Max Temp,class 1,0.91,non,chkk
Houses without sewage,class 1,0.5030492839999999,non,dengue
Max mm/day,class 0,0.075721437,non,chkk
Illiteracy,class 0,0.27324453600000004,non,chkk
Mean Max Temp,class 1,0.91084431,non,chkk
Houses without toilet,class 0,0.459764341,all,dengue
Mean Max Temp,class 1,0.14617569800000002,non,zika
Houses without toilet,class 0,0.41858488,all,dengue
Mean Min Temp,class 1,0.189022364,all,zika
Houses without toilet,class 1,0.390969447,all,zika
Houses without water pipelines,class 1,0.559069304,all,zika
Illiteracy,class 1,0.816869684,all,chkk
Max mm/day,class 1,0.052293409000000006,non,chkk
Houses without sewage,class 1,0.19696226,non,chkk
Mean Max Temp,class 1,0.27133493,non,dengue
Houses without sewage,class 0,0.491773625,all,dengue
Houses without water pipelines,class 1,0.34786759799999994,all,chkk
Houses without toilet,class 1,0.212443986,all,chkk
Houses without water pipelines,class 1,0.313364103,non,dengue
Illiteracy,class 1,0.5236977279999999,non,dengue
Houses with floor of dirt,class 0,0.16955255600000002,all,zika
Min mm/day,class 0,0.006868793000000001,all,zika
Houses without electricity,class 1,0.004586815,non,chkk
Mean Max Temp,class 1,0.45783396299999995,all,dengue
Houses without electricity,class 0,0.001,non,chkk
Mean Max Temp,class 0,0.565897901,all,chkk
Mean Temp,class 1,0.001,non,chkk
Mean mm/day,class 0,0.396016375,non,dengue
Houses with floor of dirt,class 1,0.125929891,non,zika
Houses without electricity,class 0,0.083332535,all,zika
Mean mm/day,class 0,0.39090484600000003,non,dengue
Mean Temp,class 0,0.027675804,non,chkk
Population without health services,class 0,0.428014251,non,zika
Mean Temp,class 1,0.297018179,all,zika
Houses with floor of dirt,class 0,0.226816678,non,dengue
Houses without electricity,class 1,0.597591789,non,zika
Houses without toilet,class 1,0.47959043100000004,all,dengue
Houses without electricity,class 0,0.574334162,non,zika
Mean Max Temp,class 1,0.26851682,non,dengue
Mean mm/day,class 0,0.233863187,all,dengue
Houses without water pipelines,class 1,0.288839378,non,dengue
Mean Temp,class 0,0.11171606099999999,all,chkk
Mean mm/day,class 0,0.28074921399999997,all,dengue
Mean mm/day,class 0,0.290541355,all,zika
Houses with floor of dirt,class 1,0.20974697,all,zika
Houses with floor of dirt,class 0,0.235639782,non,dengue
Houses without water pipelines,class 0,0.153444658,non,chkk
Min mm/day,class 0,0.04476780599999999,all,dengue
Population without health services,class 1,1.159976672,all,chkk
Mean Temp,class 0,0.12525456199999999,all,chkk
Max mm/day,class 1,0.320554155,all,dengue
Min mm/day,class 1,0.001,all,zika
Mean Temp,class 1,0.05254392099999999,non,zika
Houses without toilet,class 1,1.1945919520000001,non,zika
Min mm/day,class 1,0.010238371999999999,non,chkk
Houses without sewage,class 0,0.498235707,all,dengue
Population without health services,class 1,0.754087863,non,dengue
Houses without water pipelines,class 1,0.327688259,non,dengue
Mean Max Temp,class 0,0.277564744,non,dengue
Min mm/day,class 0,9.279999999999999e-05,all,chkk
Houses without sewage,class 0,0.18926553399999999,non,chkk
Houses with floor of dirt,class 1,0.59018946,all,dengue
Altitude,class 1,0.034571015,non,dengue
Houses with floor of dirt,class 0,0.65381062,all,dengue
Houses without sewage,class 1,0.409554452,all,chkk
Mean Min Temp,class 1,0.459315717,all,chkk
Illiteracy,class 0,0.481574231,non,dengue
Mean mm/day,class 0,0.161636601,all,chkk
Houses without water pipelines,class 1,0.29053008199999997,non,dengue
Max mm/day,class 1,0.298369237,all,dengue
Max mm/day,class 1,0.29018494,all,dengue
Houses without sewage,class 1,0.525706595,all,dengue
Max mm/day,class 1,0.068734776,non,chkk
Illiteracy,class 0,0.7831415420000001,all,chkk
Mean Min Temp,class 1,0.0061741619999999995,non,zika
Mean Temp,class 0,0.061808852000000004,non,chkk
Mean Max Temp,class 1,0.416584396,all,dengue
Houses without sewage,class 0,0.22457715600000003,non,chkk
Houses without sewage,class 0,0.456833449,non,dengue
Illiteracy,class 0,0.9103597859999999,all,zika
Max mm/day,class 0,0.72588718,non,zika
Houses without toilet,class 0,0.484826949,all,zika
Houses without water pipelines,class 0,0.36997692299999996,all,dengue
Mean Max Temp,class 0,0.983576022,non,chkk
Houses without sewage,class 1,0.52116312,all,dengue
Mean Min Temp,class 1,0.479102388,non,dengue
Houses without water pipelines,class 1,0.45901614700000004,non,zika
Illiteracy,class 1,0.684986713,all,dengue
Max mm/day,class 0,0.306162157,all,dengue
Altitude,class 0,0.02,non,chkk
Mean mm/day,class 0,0.298532521,all,zika
Mean mm/day,class 1,0.39488423200000006,non,dengue
Altitude,class 1,0.05761347,all,zika
Max mm/day,class 0,0.272681872,all,dengue
Houses without sewage,class 0,0.480850227,non,dengue
Min mm/day,class 0,0.025169445,non,zika
Mean Min Temp,class 1,0.42242686100000004,non,dengue
Houses without toilet,class 1,0.384246744,non,dengue
Mean Min Temp,class 1,0.497106502,non,dengue
Houses with floor of dirt,class 0,0.188899664,non,zika
Mean Temp,class 0,0.65823667,non,dengue
Houses without toilet,class 0,0.40345090899999997,non,dengue
Houses without electricity,class 0,0.26801812399999997,non,dengue
Houses with floor of dirt,class 1,0.560251525,non,chkk
Houses with floor of dirt,class 0,0.657210637,all,dengue
Population without health services,class 1,0.397065327,non,zika
Mean Min Temp,class 1,0.192819613,all,zika
Mean Max Temp,class 0,0.253625725,all,zika
Max mm/day,class 0,0.28877638699999997,all,dengue
Mean Max Temp,class 0,0.99375898,non,chkk
Altitude,class 1,0.047219700999999996,all,zika
Max mm/day,class 1,0.383378289,all,chkk
Houses with floor of dirt,class 1,0.551549109,all,chkk
Houses without sewage,class 0,0.570390455,all,dengue
Mean Min Temp,class 1,0.453471465,non,dengue
Max mm/day,class 0,0.292578451,all,dengue
Mean Temp,class 0,0.262066019,all,zika
Houses without water pipelines,class 0,0.388527804,non,zika
Max mm/day,class 1,0.039661968,non,chkk
Houses with floor of dirt,class 1,0.226473098,non,dengue
Mean mm/day,class 0,0.399638476,non,chkk
Altitude,class 1,0.009979843,non,dengue
Houses without sewage,class 0,0.564440803,all,dengue
Mean Min Temp,class 1,0.039840763,non,zika
Max mm/day,class 0,0.294019304,all,chkk
Illiteracy,class 1,0.8077758140000001,all,zika
Mean mm/day,class 0,0.18655964100000003,all,chkk
Max mm/day,class 0,0.31815041,all,chkk
Houses without toilet,class 0,0.390568636,all,chkk
Mean Max Temp,class 1,0.921492531,non,chkk
Houses without toilet,class 0,0.436450615,all,dengue
Altitude,class 0,0.031216071,non,zika
Min mm/day,class 0,0.010819838,all,chkk
Houses without water pipelines,class 0,0.5801635829999999,all,zika
Illiteracy,class 0,0.8099664990000001,all,chkk
Max mm/day,class 0,0.723725683,non,zika
Altitude,class 0,0.018708698,all,dengue
Houses with floor of dirt,class 1,0.179063535,all,zika
Houses without sewage,class 0,0.216259384,non,chkk
Houses without sewage,class 1,0.36841788700000005,all,zika
Houses without toilet,class 0,0.43598582700000005,non,dengue
Altitude,class 1,0.016045056000000002,non,chkk
Houses with floor of dirt,class 0,0.58077676,all,dengue
Mean Temp,class 1,0.020294186999999998,non,zika
Houses without toilet,class 1,1.176528283,non,zika
Houses without toilet,class 0,0.376082949,all,chkk
Houses without water pipelines,class 0,0.407330446,non,zika
Mean Min Temp,class 1,0.016910396,non,zika
Houses without sewage,class 1,0.40367537299999995,all,chkk
Houses with floor of dirt,class 1,0.208081198,all,zika
Max mm/day,class 1,0.34246253200000004,all,dengue
Houses without water pipelines,class 0,0.62894443,all,zika
Altitude,class 0,0.036630882000000003,non,dengue
Houses without water pipelines,class 0,0.2753125,non,dengue
Mean Max Temp,class 0,0.22138511800000002,non,zika
Houses without toilet,class 0,0.5041979120000001,all,dengue
Houses without sewage,class 0,0.283214943,all,zika
Houses without electricity,class 0,0.282426781,non,dengue
Houses without sewage,class 0,0.30029692199999997,all,zika
Houses without electricity,class 0,0.419327585,all,dengue
Houses with floor of dirt,class 1,0.557164452,non,chkk
Population without health services,class 1,0.761439458,non,dengue
Mean mm/day,class 0,0.288078818,all,zika
Mean Min Temp,class 1,0.448516352,all,chkk
Min mm/day,class 0,0.017712374,non,chkk
Houses without electricity,class 1,0.07902516700000001,all,zika
Mean Max Temp,class 0,0.488535224,all,dengue
Houses without sewage,class 1,0.151354357,non,chkk
Mean mm/day,class 0,0.293149156,all,zika
Max mm/day,class 1,0.312703608,all,dengue
Illiteracy,class 1,0.741823151,non,zika
Houses without water pipelines,class 1,0.556509218,all,zika
Houses without sewage,class 0,0.199379744,non,chkk
Houses without electricity,class 1,0.5012123239999999,all,chkk
Mean mm/day,class 0,0.188488254,all,chkk
Illiteracy,class 1,0.22566840800000001,non,chkk
Mean Max Temp,class 0,0.975513532,non,chkk
Illiteracy,class 0,0.7846656540000001,all,chkk
Mean Max Temp,class 1,0.18640569,all,zika
Mean mm/day,class 0,0.181018875,all,chkk
Mean mm/day,class 0,0.424250222,non,dengue
Mean Min Temp,class 1,0.44231407,all,chkk
Houses without sewage,class 1,0.20643667100000002,non,chkk
Illiteracy,class 1,0.820259519,all,zika
Min mm/day,class 1,0.001,all,chkk
Mean Min Temp,class 0,0.006148045,non,chkk
Mean Temp,class 1,0.33616138700000003,all,zika
Mean Temp,class 0,0.09319404099999999,all,chkk
Illiteracy,class 0,0.802178255,all,chkk
Mean Max Temp,class 0,0.296069982,non,dengue
Illiteracy,class 1,0.515974959,non,dengue
Altitude,class 1,0.009014109000000001,non,chkk
Houses with floor of dirt,class 1,0.529399863,non,chkk
Houses without toilet,class 0,0.45483115399999996,non,dengue
Mean Temp,class 0,0.145227468,all,dengue
Max mm/day,class 0,0.720737813,non,zika
Mean Temp,class 0,0.08077184,all,dengue
Houses without electricity,class 1,0.491881739,all,chkk
Mean Min Temp,class 1,0.031300713,non,zika
Illiteracy,class 1,0.82320465,all,zika
Houses without electricity,class 1,0.279598244,non,dengue
Houses without electricity,class 0,0.445675549,all,dengue
Houses without toilet,class 1,0.248797667,all,chkk
Min mm/day,class 1,0.036091128,all,chkk
Mean mm/day,class 0,0.45599019799999996,non,zika
Mean mm/day,class 1,0.22044402800000001,all,chkk
Mean mm/day,class 1,0.311099975,all,dengue
Mean mm/day,class 1,0.378032918,non,dengue
Houses without water pipelines,class 1,0.580315156,all,zika
Houses without water pipelines,class 1,0.580221533,all,zika
Houses without water pipelines,class 1,0.453409801,non,zika
Mean Temp,class 1,0.7384985909999999,non,dengue
Mean Max Temp,class 1,0.42130537799999995,all,dengue
Min mm/day,class 0,0.001,all,dengue
Houses without electricity,class 1,0.021759205,non,chkk
Mean mm/day,class 0,0.45894270200000004,non,zika
Houses without electricity,class 0,0.08817910300000001,all,zika
Max mm/day,class 1,0.382668535,non,dengue
Houses without electricity,class 1,0.037087507,non,chkk
Houses without toilet,class 1,0.239599819,all,chkk
Min mm/day,class 1,0.024170089,non,chkk
Population without health services,class 1,0.373837223,non,chkk
Houses without toilet,class 0,1.1453107679999999,non,zika
Houses without toilet,class 1,0.836635296,non,chkk
Altitude,class 0,0.018117109,non,dengue
Max mm/day,class 1,0.19234830100000003,all,zika
Mean Max Temp,class 1,0.314301002,non,dengue
Mean mm/day,class 1,0.43285628600000003,non,chkk
Illiteracy,class 0,0.27921184600000004,non,chkk
Min mm/day,class 1,0.039281336,non,zika
Population without health services,class 1,0.74110635,non,dengue
Houses without toilet,class 0,0.39859663,all,chkk
Houses without water pipelines,class 1,0.313017747,non,dengue
Min mm/day,class 1,0.001,non,dengue
Mean Temp,class 0,0.66748727,non,dengue
Mean Temp,class 0,0.023191409,non,chkk
Max mm/day,class 1,0.387094163,non,dengue
Illiteracy,class 1,0.83738206,all,zika
Mean mm/day,class 1,0.258988663,all,chkk
Mean Min Temp,class 1,0.193545225,all,zika
Illiteracy,class 0,0.44260294899999997,non,dengue
Mean Min Temp,class 1,0.48,non,dengue
Population without health services,class 1,0.940038589,all,zika
Population without health services,class 0,0.833429813,all,zika
Houses without water pipelines,class 1,0.35891967700000005,all,chkk
Houses with floor of dirt,class 1,0.14538030300000002,all,zika
Houses without sewage,class 1,0.513812821,all,dengue
Min mm/day,class 1,0.0018782439999999998,all,zika
Mean Temp,class 0,0.125886665,all,chkk
Population without health services,class 0,0.729370506,non,dengue
Houses without water pipelines,class 1,0.557884327,all,zika
Mean Max Temp,class 1,0.459467599,all,dengue
Houses without sewage,class 0,0.302465895,all,zika
Houses without toilet,class 0,1.179092303,non,zika
Mean Max Temp,class 1,0.9205920809999999,non,chkk
Mean Min Temp,class 0,0.129126626,non,zika
Mean mm/day,class 1,0.417500573,non,dengue
Houses with floor of dirt,class 1,0.618361211,all,dengue
Houses with floor of dirt,class 0,0.5086898120000001,all,chkk
Houses without water pipelines,class 1,0.19600009300000001,non,chkk
Houses without electricity,class 0,0.058881807,all,zika
Houses without electricity,class 1,0.060331162,all,zika
Mean Temp,class 0,0.016985507,non,zika
Houses with floor of dirt,class 1,0.520253313,non,chkk
Mean Temp,class 1,0.022114087,non,zika
Min mm/day,class 0,0.020602961,all,zika
Houses without water pipelines,class 1,0.37012020100000004,all,dengue
Houses with floor of dirt,class 1,0.591460022,all,dengue
Mean Min Temp,class 0,0.401177037,all,dengue
Population without health services,class 0,1.1994392729999999,all,chkk
Mean Max Temp,class 0,0.28,non,dengue
Houses with floor of dirt,class 1,0.610997441,all,chkk
Population without health services,class 1,0.762413848,non,dengue
Houses with floor of dirt,class 1,0.18595725300000002,non,zika
Houses without water pipelines,class 1,0.5543300760000001,all,zika
Mean Temp,class 1,0.13315286699999998,all,chkk
Houses without water pipelines,class 0,0.13836130300000002,non,chkk
Houses without water pipelines,class 1,0.583992075,all,zika
Mean mm/day,class 0,0.35222275200000003,non,chkk
Houses with floor of dirt,class 0,0.24893138399999998,non,dengue
Houses without sewage,class 1,0.538054079,non,dengue
Houses without toilet,class 1,0.464196733,all,dengue
Min mm/day,class 1,0.010085414000000001,non,dengue
Population without health services,class 0,0.736966007,non,dengue
Houses without sewage,class 0,0.48,non,dengue
Illiteracy,class 0,0.92655053,all,zika
Houses with floor of dirt,class 1,0.249030925,non,dengue
Houses without water pipelines,class 1,0.34866004,all,chkk
Houses without toilet,class 1,0.250521167,all,chkk
Houses without electricity,class 1,0.357144332,non,dengue
Population without health services,class 1,0.231690335,all,dengue
Houses without electricity,class 1,0.080644109,all,zika
Houses without electricity,class 1,0.271308145,non,dengue
Houses without sewage,class 0,0.192546114,non,chkk
Max mm/day,class 0,0.288644588,all,dengue
Mean Max Temp,class 0,0.572072038,all,chkk
Altitude,class 0,0.007943514,all,zika
Mean mm/day,class 1,0.221751007,all,chkk
Mean Temp,class 1,0.329112671,all,zika
Mean mm/day,class 1,0.36351193200000004,all,zika
Max mm/day,class 0,0.076247432,non,chkk
Houses without water pipelines,class 1,0.40294909700000003,all,dengue
Houses without sewage,class 1,0.324228758,all,zika
Altitude,class 0,0.032166616,non,chkk
Houses without sewage,class 1,0.203939084,non,chkk
Altitude,class 1,0.08655947800000001,all,chkk
Houses without electricity,class 1,0.020474741,non,chkk
